,Title,text,name,source,uncertain,skills
994,"Trading Analyst, Foreign Exchange","MBA and/or CFA certification or equivalent educational background with quantitative coursework.
Effective computer skills (productivity suites, SQL, MATLAB, etc).
Excellent spreadsheet software, analytical/quantitative and organizational skills as well as a demonstrated capability of handling multiple ad hoc requests simultaneously.
Excellent verbal and written communication skills, with ability to present clear and concise recommendations to management.",Preferred Qualifications,google,,
1087,"Legal Counsel, Development, Production and Licensing, YouTube Originals","12 years of experience in entertainment law with unscripted, scripted series and feature films.
Relationships with talent agencies, managers and attorneys in the entertainment community.
Ability to advise a broad cross-functional team on legal risk and market viability of new business models and programming concepts.
Knowledge of issues relating to international content distribution (e.g international content age rating requirements and/or product placement disclosures).
Understanding of copyright and rights of privacy/publicity.
Collaborative, team-based approach combined with an ability to communicate in a clear, concise manner. Ability to tolerate risk and thrive in a constantly-evolving environment with minimal supervision.",Preferred Qualifications,google,,
1054,"Regional Legal Counsel, Japan","Juris Doctor.
In-house experience with a multinational corporation.
Experience in, and knowledge of, supporting Cloud businesses.
Well-organized with the ability to manage and execute numerous projects simultaneously in a fast-paced environment.
Flexibility and willingness to work on a broad variety of matters, from the most complex requests to routine queries.
Excellent analytical, negotiation and contract drafting skills, with exceptional interpersonal and leadership skills.",Preferred Qualifications,google,,
1045,Trademark Counsel,"Experience working on intermediary liability issues.
Effective interpersonal and team skills, with a commitment to professionalism and client services.
Excellent judgment, hardworking, well-organized and able to manage numerous projects simultaneously in a fast-paced environment.",Preferred Qualifications,google,,
1070,"Legal Specialist Team Lead, Online Operations","Experience managing vendor operations.
Experience managing a small team of focused on operations.
Excellent analytical skills, with a strong ability to review and organize numerous documents in complex legal matters.
Able to manage numerous projects simultaneously under deadline pressure.
Flexibility and willingness to work on a broad range of legal matters.
Ability to influence others and negotiate with composure, objectivity, balancing diplomacy and drive.",Preferred Qualifications,google,,
1193,"Administrative Business Partner, Hardware and Display Ads","Experience serving as a project lead from conception to completion.
Interest and experience in using technology and the Internet to improve work efficiency.
Demonstrated knowledge of process, project and program management theory and practices, with the ability to apply them when solving operational issues.
Ability to quickly learn new tools and technologies.
Ability to adhere to expectation of complete confidentiality on all business matters.
Ability to effectively communicate and collaborate with a diverse range of people and job functions.",Preferred Qualifications,google,,
1214,"Executive/Administrative Business Partner, YouTube","Experience serving as a Project Lead from conception to completion.
Knowledge of process, project and program management theory and practices, with the ability to apply them when solving operational challenges.
Ability to learn new tools and technologies, interest and experience in using technology and the internet to improve work efficiency.
Ability to effectively communicate and collaborate with a diverse range of people and job functions.",Preferred Qualifications,google,,
1199,"Technical Account Manager, Search Distribution, Google Technical Services Velocity","Experience troubleshooting web technologies such as XML, HTML, HTML5, JavaScript and Flash.
Ability to collaborate with teams across geographically dispersed functions.
Excellent project management, communication, presentation and analytical skills, with the ability to make decisions based on data-sets.",Preferred Qualifications,google,,troubleshooting web technologies|XML|HTML|HTML5|JavaScript|Flash|collaborate with teams|project management|communication|presentation|analytical skills
1195,"Protective Services Specialist, Event Security","Experience analyzing intelligence and global threat reports to understand risk levels and potential impact to a location, event or person.
Experience managing security for large global events and conducting physical security assessments.
Experience creating, planning and reviewing security operations documents.
Excellent organization skills with exceptional attention to detail.
Effective communication and customer services skills, with the ability to complete multiple tasks in a fast-paced environment.",Preferred Qualifications,google,,
835,"Regional Lead (APAC), Google Assistant Personality, Doodle Team","Experience managing translation operations at scale.
Experience in writing, editing and/or managing content.
Passion for pop-culture and current news, with an interest in product/game design, design skills and artificial intelligence.
Excellent organization, project management and communication skills.
Ability to speak and write in an Asian language fluently and idiomatically.",Preferred Qualifications,google,,
785,"User Experience Design Intern, Summer 2018","Currently pursuing a MS degree in graphic design, human-computer interaction, computer science, or related field and graduating in 2018, 2019 or 2020.
Demonstrable proficiency with design tools (e.g. Adobe Photoshop, Sketch, Illustrator, After Effects, Quartz Composer, Framer Studio, etc.) and familiarity with front-end engineering and/ or working with engineers.
Ability to apply brand visual assets in a user interface context and understanding of user-centered design principles.
Solid analytical, creative and visual thinker with excellent communication skills, both verbal and visual.
Strong design background in fundamentals along with relevant internship work, work experience, or personal project experience outside the classroom in interaction, graphic design or motion design.
Authorization to work in the United States.",Preferred Qualifications,google,,graphic design|human-computer interaction|computer science|design tools|Adobe Photoshop|Sketch|Illustrator|After Effects|Quartz Composer|Framer Studio|front-end engineering|user-centered design principles|communication|analytical skills|graphic design|motion design
797,"User Experience Writer Intern, Summer 2018","Currently pursuing a MS degree program in English, Literature, Communication, Journalism, Science Writing, Creative Writing, HCI or a related field, and graduating in winter 2018, 2019, or 2020.
Relevant work experience, or personal project experience outside the classroom in technical writing, UX writing, fact-checking, copywriting or content/creative strategy.
Knowledge of online technology and related technology and products.
Ability to manage multiple competing priorities in a fast-paced, constantly changing environment.
Analytical, creative and visual thinker with excellent communication skills, both verbal and visual as well as effective writing, editing, and project management skills.",Preferred Qualifications,google,1,"English|Literature|Communication|Journalism|Science Writing|Creative Writing|HCI|technical writing|UX writing|fact-checking|copywriting|content/creative strategy|ability to manage multiple competing priorities in a fast-paced, constantly changing environment|communication|writing|editing|project management"
787,User Experience Researcher,"M.S./M.A. or Ph.D. in a related field combined with 2 years of relevant work experience
Experience integrating user research into product designs and design practices.
Experience in survey design (ie: Qualtrics). Working knowledge of statistics and experimental design.
Strong understanding of the strengths and shortcomings of different research methods, including when and how to apply them during the product development process.
Experience with internet search, advertising, and curation. Love of mobile, apps or development environments.
Effective interpersonal, communication, negotiation and collaboration skills.",Preferred Qualifications,google,,
1095,"Project Manager, Staffing Services Operations","Experience with project design, planning, execution, and scaling.
Self-starter with an ability to manage projects to successful and timely conclusions while collaborating cross-functionally, multi-tasking and managing multiple clients.
Ability to navigate ambiguity and make thoughtful recommendations to best serve stakeholder and organizational needs.
Detail-oriented problem solver with a passion for innovation and improving interviewing processes and interviewer pool health.
Strong interpersonal and influencing skills.
Excellent written and verbal communication skills, including presentation writing and delivery across a wide range of audiences.",Preferred Qualifications,google,,
1102,"HR Business Partner, Employee Relations","CIPD qualification or equivalent.
Experience in People Management.
Understanding of EMEA employment law principles in UK and Ireland, and at least one other EMEA country.
Ability to listen and convey opinions and recommendations both in writing and orally. Effective interpersonal, collaboration and communication skills with the ability to handle sensitive matters with tact and diplomacy.
Proven project management skills, with demonstrated ability to manage global projects.
Effective analytical and problem solving skills with ability to organize and analyze data.",Preferred Qualifications,google,,
1170,Leadership Staffing Researcher (EMEA),"Collaborative team player, with experience of maximizing team as well as individual performance.
Deep interest in technology.
High level of personal accountability, integrity and authenticity.
Passion for advancing the human capital agenda of the organization.
Ability to thoughtfully set business goals with regards to talent mapping and prioritize effectively based on market insights.",Preferred Qualifications,google,,
1171,Mobility Consultant,"Experience working in a highly confidential environment.
Experience coaching, consulting or advising.
Demonstrated ability to manage multiple projects and workstreams in a fast-paced and high-pressure environment
Understanding hiring processes.
Ability to partner well with cross-functional teams (Staffing, POps Partners, PeopleDev, GPS Ops); existing relationships with Recruiters/HRBP/Hiring Managers.
Strong communication skills and self-directed achiever who feels pride and satisfaction in helping others.",Preferred Qualifications,google,,
1229,"Technical Program Manager, Executive and Event Production","Experience in Audio/Visual and Video Conferencing design and system integration.
Experience in project management and coordination in large scale Audio/Visual integration projects.
Understanding of both current and emerging state of the art industry standards in the following disciplines: Audio Technician, Video Engineer, Lighting Board Operator, Camera Operator, Stage Manager, Multicam Director, and Editor.
Ability to maintain complete confidentiality of extremely sensitive internal and external proprietary information and production tool sets.
Ability to work both as part of a team and independently in a fast-paced environment with attention to detail.
Ability to travel periodically as required.",Preferred Qualifications,google,,
1230,"Project Manager, Security Systems","PMP certification or equivalent practical experience.
Experience managing large-scale, multiple, simultaneous security systems projects, with competing resources and priorities.
Ability to deal with ambiguity and thrive in a fast-paced environment and work independently and as part of a team on multiple initiatives and stand-alone projects with limited direction from management.
Creative self-starter with excellent project management and organizational skills, meticulous attention to detail and proven ability to guide others to deliver outstanding results in a timely manner.
Effective interpersonal and communication skills, and a data driven analytical approach towards solving complex challenges.",Preferred Qualifications,google,,
1235,Physical Security Manager,"Experience working on international programs.
Knowledge of laws and practices of investigations and safety.
Ability to handle highly confidential and sensitive information.
Demonstrated ability to handle multiple campus sites in a fast-paced office environment.
Multi-disciplinary approach toward security management.
Effective judgement, discretion and problem solving skills, agility, essential attention to detail and ability to multi-task.",Preferred Qualifications,google,,
1246,Campus Security Manager,"Master’s degree.
Proficient in the use of common business software programs. Familiarity with Google applications.
Considerable knowledge of security technology including access control, CCTV, identification and special applications.
Dependable, flexible, and be able to work independently as well as part of a team.
Excellent written and oral communication skills and ability to handle highly confidential and sensitive information. Excellent judgment, discretion and diplomacy.",Preferred Qualifications,google,,
2326,Senior Software Development Manager - Infrastructure Engineering,"· Bachelor’s Degree in Computer Science, or related field· Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education.· Proficiency in, at least, one modern web programming language such as JavaScript, Typescript, or CoffeeScript· Proficiency in at least one modern web development framework such as Angular.js, React, or Backbone.",BASIC QUALIFICATIONS,amazon,,
1431,Senior Software Development Engineer - EC2 Spot,"· Bachelor’s Degree in Computer Science or related field of studies· 6+ years of industry software development experience using object oriented design patterns in JAVA, C# or C++· 2+ years of experience in technical leadership on software engineering teams· Strong design, architecture and problem-solving skills· Excellent understanding of resource and design requirements for highly scalable systems· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment· Strong desire to build, deliver results, take ownership, and drive projects",BASIC QUALIFICATIONS,amazon,,
1281,Senior Audio Firmware Engineer,"· Familiar with one of following audio DSP core architecture, TenSilica, CEVA, ARM and MIPS· 5+ years of experience in C, C++, C# development· 5+ years of Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis on MIPS and memory requirements· 5+ years of professional experience in software development building production software systems· Bachelor’s degree in Computer Science, Computer Engineering or related field, or 4+ years of relevant work experience",BASIC QUALIFICATIONS,amazon,,
1085,"Software Development Engineer, Promotions Platform","• Bachelor’s Degree in Computer Science or related field• Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education• 5+ years professional experience in software development• Computer Science fundamentals in object-oriented design• Computer Science fundamentals in data structures• Computer Science fundamentals in algorithm design, problem solving, and complexity analysis• Proficiency in, at l",BASIC QUALIFICATIONS,amazon,,
2188,Quality Assurance Engineer III,"· 8+ years of hands-on experience with the ownership of software project testing: defining test strategy, writing test plans, designing and executing software tests, iterative development process improvement· Demonstrated experience leading the creation and execution of large feature testing strategies.· Demonstrated knowledge of professional software engineering best practices for the full software development life cycle, including coding standards, code reviews, source control, build and release processes, continuous deployment, and test suite development and maintenance· Demonstrated experience utilizing high-quality automation to solve test problems· Experience with bug-tracking tools· Good working knowledge of SQL and UNIX· Good working knowledge of one of the following programming languages: Java or Python· Bachelors in Computer Science or Engineering, or equivalent experience· Experienced debugging, diagnosing, and troubleshooting complex, production software issues· Ability to run tests at large scale and filter out relevant information in large result sets.· Ability to work in a fast paced and agile development environment· Possess excellent communication, sharp analytical abilities, and proven design skills",BASIC QUALIFICATIONS,amazon,,
3075,Software Dev Engineer - AWS New Initiative,"· Bachelor’s degree in a computer science or engineering, or equivalent experience· 3-5 years of relevant work experience in software developmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.",BASIC QUALIFICATIONS,amazon,,
777,Senior Developer Deep Learning Service,"- Master's Degree in Computer Science or Engineering- 5+ years of software development experience in high performance computing, machine learning, big data analysis or related areas- Experience delivering SaaS or PaaS",BASIC QUALIFICATIONS,amazon,,
1506,"Software Development Manager, Amazon FreeRTOS","· Bachelor's Degree in Computer Science or related field· 8+ years professional experience in software development, with at least 4 years as a manager· Proficiency in a low-level programming language such as C or C++, and familiarity with higher order languages like Java, Scala or C#· Candidate must have good written and oral communication skills, be a fast learner and have the ability to adapt quickly to a fast-paced development environment· Demonstrated experience working across teams, respecting and welcoming ideas from partners, business stakeholders, and technical experts.",BASIC QUALIFICATIONS,amazon,,
401,Web Development Engineer - Elastic Beanstalk,"· Bachelor's degree in Computer Science, Computer Engineering, or related technical discipline (or the equivalent).· Computer science fundamentals in object-oriented design.· Comprehensive understanding of web development, including but not limited to HTML, CSS3, JavaScript, and Java.· Familiarity with responsive web design frameworks, such as AngularJS and Bootstrap.· Strong design skills around user experience.· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.· Solid coding practices, including peer code reviews and unit and integration tests.· Familiarity with agile development methodologies.",BASIC QUALIFICATIONS,amazon,,
1674,Software Development Engineer - Deep Learning Infrastructure AWS AI,"· PhD or Master's Degree in Computer Science or Engineering.· 3+ years of software development, validation and deployment experience.· 2+ years of experience in programming parallel and distributed systems, debugging low-level problems, performance analysis and optimizations.· Deep technical expertise in operating systems, distributed systems, high-performance computing and cloud infrastructure.",BASIC QUALIFICATIONS,amazon,,
2036,"Sr. Manager, Software Development - AWS Credential & Secrets Management ","· Master's/Bachelor's Degree in Computer Science· Proven skills designing and developing simple solutions to complex, customer challenges.· 15+ years' experience developing software· 5+ years' experience managing software development teams· Experience leading and developing highly-skilled software engineering teams· Experience forming teams and recruiting software engineers and managers· Good understanding of various platforms and technologies (AWS, Java, Python, C#, Ruby)· Excellent written and verbal communication skills",BASIC QUALIFICATIONS,amazon,,
1146,AWS Security Software Development Manager,· A Bachelor’s degree in Computer Science or equivalent combination of technical education and work experience· 7+ years of Software Development experience· 5+ years of experience as a software development manager building and leading strong engineering teamsAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.,BASIC QUALIFICATIONS,amazon,,
1332,"Sr. Manager Software Development, Picking & Orchestration Platform, Fulfillment Technology","· Bachelor's degree in Computer Science or a related technical discipline· Software development background in object-oriented programming, distributed systems, Java, C++, Linux/UNIX, and SQL· 10+ years of experience managing software development teams with hands-on involvement in system architecture, design, and performance· Deep technical expertise and strong problem-solving and data analysis skills· Excellent verbal and written communication skills with the ability to present complex technical information clearly and concisely to a variety of audiences· The ability to handle multiple competing priorities in a fast-paced environment· A thorough understanding of software development in a team and a strong track record of shipping software",BASIC QUALIFICATIONS,amazon,,
2197,Software Development Engineer Test I,"Bachelor’s Degree in Computer Science or related technical field and 5+ years relevant work experience.Proficiency in, at least, one modern programming language such as Java, C++ or PERL.Experience building and designing test strategies and test tools.",BASIC QUALIFICATIONS,amazon,,
2975,Support Engineer - Ordering Platform ,"- 3+ years overall development/technical support experience- Excellent problem solving skills- Working knowledge of scripting languages (Shell, pearl, ruby, etc...) and regular expressions- Some OO application development experience with Java or C++- Experience with SQL scripts- B.S. degree in Computer Science, MIS, CIS, or a related field",BASIC QUALIFICATIONS,amazon,,
397,"System Development Engineer, AWS Network Engineering","· BS in Computer Science or related field with 1+ years of relevant work experience· Strong object-oriented design and coding skills (Java, Python, and/or C++) preferably on a Unix or Linux platform· Strong Unix/Linux skills· Ability to program efficiently in at least one structured language such as Python, Ruby or Java· Understanding of CI/CD and Agile software engineering practices· Recognize and adopt best practices in documentation, testing, security, operational support at scale, and efficient use of resources· Teamwork: Comfortable working across multiple teams· Communication: Can translate your thoughts to words and effectively communicate them",BASIC QUALIFICATIONS,amazon,,
2918,Physical Design Engineer,"· BS degree or higher in EE, CE, or CS· 10+ years of experience as a physical design engineer with expertise in RTL-to-GDSII flow, floor planning, Clock tree synthesis and block-level/chip-level signoff· Broad experience including high speed, low power, low cost, with large and small SoC designs utilizing the latest state of the art technology nodes· Successfully complete several product development cycles· Strong communication, time management and technical skills· Expertise using leading-edge EDA tools (Synopsys, Cadence or Mentor Graphics)· Ability to provide mentorship and guidance to junior engineers and be a very effective team player· Excellent verbal and written communication skills",BASIC QUALIFICATIONS,amazon,,
2219,Software Development Manager - Alexa Voice Service,"· Bachelor's degree and/or Master's degree in Computer Science or equivalent.· At least 5+ years of experience converting complex business requirements into simplified, scalable software solutions.· At least 5+ years of experience managing software development teams, including managing the complete software development life cycle for large scale products and services, within an Agile/Scrum environment.· Experience scoping technical requirements and prioritizing deliverables.· Experience in releasing software across multiple software teams.· Experience hiring and building new technical teams from scratch, including hiring, bootstrapping new development processes, establishing quality metrics and testing methodologies, and setting up automated deployments.· Experience managing technical teams across multiple geographies.",BASIC QUALIFICATIONS,amazon,,
2486,Senior Software Architect - AMAZON ALEXA IoT in Kendall Square - alexabostonjobs@amazon.com,"· BS, MS, or PhD in Computer Science or equivalent.· 10+ years of industry experience within a team orientated environment.· Programming in one or more object-oriented languages like Java, Python, C#/, Ruby on Rails, Objective C, or C++· Experience building scalable infrastructure software or distributed systems.· Analytical abilities and proven design skills.",BASIC QUALIFICATIONS,amazon,,
2554,Programmer/Analyst I,"Basic QualificationsBachelor's in CS or related field + 5 years of experience or Master's and 2 years of experience in software quality assuranceKnowledge of scripting languages such as SQL, Perl, Python, XML or RubyAbility to write code in C, C++ or JavaFamiliarity with automation testing tools such as Selenium, QTP, Load Runner or Win RunnerExcellent QA aptitude and ability to drive process improvementsStrong knowledge of QA methodology and toolsAbility to write test plans and test strategy documentsAbility to understand functional/technical specifications and analyze dataStrong organizational and problem solving skills with great attention to detail, including the ability to track multiple test executions simultaneously and synthesize the results",BASIC QUALIFICATIONS,amazon,,
3339,Sr. Technical Program Manager - Kindle Education,"· 5+ years of Technical Program Management experience in a related industry· Bachelor's degree in Engineering, Computer Science or equivalent· Exceptional written and verbal communication, and comfortable presenting in large groups and handling high-pressure communication with senior management· Experience with managing large cross-functional projects· Thorough understanding of software development lifecycle from conception to delivery· A proven track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projects",BASIC QUALIFICATIONS,amazon,,
1984,Software Developer,"· Bachelor’s degree in Computer Science, Computer Engineering or a related technical discipline.· 3+ years of software development experience.· Proficiency in at least one modern programming language such as C, C++, C#, Java· Object Oriented Design and familiarity with application and database programming under UNIX/Linux.· Experience with Agile/Lean (Kanban, SCRUM, RUP, XP), OO modeling, web services, UNIX, middleware, database and data mining systems· Experience mentoring and training the engineering community on complex technical issues",BASIC QUALIFICATIONS,amazon,,
670,"Software Development Engineer, Search Customer Experience","· Bachelor's Degree in Computer Science or related field· 4+ years professional experience in software development· Computer Science fundamentals in object-oriented design· Computer Science fundamentals in data structures· Computer Science fundamentals in algorithm design, problem solving, and complexity analysis· Proficiency in, at least, one modern programming language such as C, C++, Java, Javascript",BASIC QUALIFICATIONS,amazon,,
102,Software Development Engineer - Paid Search,"· Bachelor’s Degree in Computer Science or related field, or 5+ years relevant work experience· 5+ years of professional software development experience· Experience with Agile / SCRUM development methodologies· Experience with large scale distributed databases.",BASIC QUALIFICATIONS,amazon,,
518,"Software Development Engineer, Search Services","· Bachelors Degree in Computer Science or related engineering discipline· 4+ years software development experience in Java, C++, and Python· 4+ years experience in distributed systems design and large-scale data processing",BASIC QUALIFICATIONS,amazon,,
767,Senior DevOps Engineer - AWS OpsWorks for Chef Automate - Berlin,"Basic Qualifications· Bachelor’s Degree in Computer Science or related field, or 8+ years relevant work experience· 6+ years proficiency in any of Java, Bash, Ruby, Python or Go· 6+ years of operating services and distributed systems· Profound knowledge of data structures, algorithms· Strong Linux systems administration skills· Hands on software developer",BASIC QUALIFICATIONS,amazon,,
2981,"Senior Software Development Engineer, Alexa Skill Engineering","· University degree in Computer Science/Engineering or equivalent· 6+ years industry experience as an engineer· Developer in JavaScript, C#, Python, Go, Ruby, PHP, or Java· Expert in OO design, patterns, data structures and algorithms· Proven technical ownership of large engineering projects· Experience building scalable infrastructure, REST interfaces, and distributed systems for high-throughput services",BASIC QUALIFICATIONS,amazon,,
10,Software Development Engineer – Alexa Machine Learning Platform,"· BS/MS in Computer Science or equivalent· 2+ years of industry experience· Programming expereince in one or more object-oriented languages like Java/Python/C#/Ruby/Objective C/C++· Proficiency in data structures, algorithm design, problem solving, and complexity analysis· Development experience in a Unix/Linux environment· Experience designing, building, deploying, operating, scaling, and evolving distributed systems",BASIC QUALIFICATIONS,amazon,,
362,Software Development Manager - AWS Infrastructure,#NAME?,BASIC QUALIFICATIONS,amazon,,
2983,"Alexa Machine Learning Team - Senior Software Development Engineer (Spark) - Cambridge, MA","· BS/MS in Computer Science or equivalent.· 7+ years of industry experience in either machine learning, big data, distributed systems or analytics systems.· Programming in Python/C/C++/Scala.· Experience building scalable infrastructure or distributed systems for commercial online services.· Desire to write high quality, maintainable, readable and testable code.· Sharp analytical abilities and proven design skills.",BASIC QUALIFICATIONS,amazon,,
600,SDM Robot Detection,#NAME?,BASIC QUALIFICATIONS,amazon,,
1298,Software Development Engineer - AWS S3 - CX,"· Bachelor’s degree in Computer Science or closely related field· 3+ years of experience with one of the modern programming languages such as Go, Python or Java· Experience developing RESTful cloud services· Experience developing in a Linux environment· Experience debugging, troubleshooting, and problem solving skills· Experience with Computer Science fundamentals in object-oriented design, data structures, algorithm design and analysis",BASIC QUALIFICATIONS,amazon,,
702,Software Development Manager - Computer Vision,"· Master's/Bachelor's Degree in Computer Science or related field· Proven skills designing and developing simple solutions to complex, customer challenges.· 7+ years’ experience developing software· 3+ years’ experience managing software development teams· Experience leading and developing highly-skilled software engineering teams· Experience forming teams and recruiting software engineers· Good understanding of various platforms and technologies (AWS, Java, Python)· Excellent written and verbal communication skills",BASIC QUALIFICATIONS,amazon,,
788,Software Development Engineer - Amazon Go,"· BS in Computer Science or related technical field (In lieu of degree, 4 years of relevant work experience).· 5+ years of software development experience· Proficient in at least of of: Java, C++, C# or other statically compiled language· Experience with one or more scripting languages: Ruby, Python, etc.· Experience working on cloud computing, large-scale and high-availability distributed architectures",BASIC QUALIFICATIONS,amazon,,
884,Software Dev Engineer - Alexa Language Technologies,"· Bachelor's degree and/or Master's degree in Computer Science or equivalent· 2+ years experience building successful production software systems· Programming in one or more object-oriented languages like Java, Python, C++, C#, Ruby, Objective C· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.",BASIC QUALIFICATIONS,amazon,,
312,"Manager, Software Development - Amazon API","• Bachelor’s degree in Computer Science, Computer Engineering or related technical discipline• 7+ years of relevant engineering experience• 2+ years people management experience",BASIC QUALIFICATIONS,amazon,,
2416,Sr. Software Development Engineer - People Technology,"· Bachelor’s degree in Computer Science or related field· 5+ years of software development experience building complex software systems that have been successfully delivered to customers· Programming skills with at least one object oriented programming language (Java, C#, C++ or python)· Responsible for architecture and design of large, highly scalable software systems· Responsible for mentoring software developers· Strong Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· Work with multiple teams across different geographies and cultures· Strong written communication and technical writing skills· Travel to other locations in the U.S. may be required· Is comfortable working in an unstructured environment· Demonstrates a high level of motivation· Effectively communicates and collaborates with others",BASIC QUALIFICATIONS,amazon,,
130,Sr. Software Development Engineer - Search Ranking,"· Master’s degree in Computer Science or related technical field.· At least 5 years of hands-on experience in object oriented software development (e.g., C++, C#, or Java).· At least 5 years of hands-on experience in least one high-level scripting language such as JavaScript, Python, or Ruby.· At least 3 years of applied Machine Learning experience (post school).",BASIC QUALIFICATIONS,amazon,,
1288,Software Development Engineer - AWS DynamoDB ,"· Communication, sharp analytical abilities and proven design skills· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.· Proven track record of building scalable fault tolerant systems.· Ability to drive major project efforts across and within the team.· Fluency in one or more of: Java / C#/ C++· Experience with mission critical, 24x7 systems· 2+ years of industry experience· BS/MS in Computer Science or equivalent experience",BASIC QUALIFICATIONS,amazon,,
1916,Senior Software Development Engineer - AWS IoT Platform,"· Bachelor’s Degree in Computer Science or related field & 5+ years of hands on experience in software development, including design, implementation, debugging, and support· Expert knowledge of one of the following programming languages: Java, C and C++· Very strong computer science background in one or more areas of compilers, language design, robotics, artificial intelligence and data modeling.· Strong at applying data structures, algorithms, and object oriented design· Track record of building and delivering mission critical, 24x7 production software systems",BASIC QUALIFICATIONS,amazon,,
1917,SDE II,"· Key Responsibilities include:-  · Ability to design for scale  · Implement solutions for broadly defined problems  · Drive best practices and engineering excellence  · Development of code in object oriented languages like C++ and Java and build large scale robust distributed systems  Candidates for this role must have:  · 4+ years experience building successful production software systems  · A solid grounding in Computer Science fundamentals (based on a BS or MS in CS or related field)  · Experience developing software services and an understanding of design for scalability, performance and reliability.  · Mastery of the tools of the trade, including a variety of modern programming languages (Java, JavaScript, C/C++) and open-source technologies (Linux, Spring)  · Proven ability to work in a fast paced, agile and in an ownership and results oriented culture.",BASIC QUALIFICATIONS,amazon,,
1470,Software Development Engineer - iOS/Android - Amazon Photos,"· BS in Computer Science or equivalent· 4+ years of industry experience in software development· 4+ years of industry experience developing applications with Obj-C, Swift, or Android Java· Experience developing iPhone, iPad, or Android apps shipped to the Apple App Store or Google Play Store",BASIC QUALIFICATIONS,amazon,,
3383,Firmware Engineer,"· Bachelor's degree in Electrical/ Computer Engineering or related field· 3+ years of experience in BSP/ kernel software design· 3+ years of experience in software development· System-level integration experience· Linux kernel programming experience· DFx (Design for cost, test, manufacturing) expertise· Ability to read and understand schematics· Experience with hardware lab equipment such as digital scope and logic analyzer· Technical document writing using Visio, Word, Excel, and / or PowerPoint· Revision and document control· Programming with C/ C++/ C#/ Assembly· Scripting experience with Perl/Python/Tcl· Experience with platforms such as Linux/Unix and Windows",BASIC QUALIFICATIONS,amazon,,
1924,"AMAZON ALEXA - Senior Software Development Engineer on Machine Learning Team - Boston, MA","· BS in Computer Science or equivalent· 10+ years of industry experience with at least some experience as team lead or architect· Strong programming skills in at least one object-oriented language (e.g., Java, Python, C/C++)· Mastery of the tools of the trade, including experience with a variety of modern programming languages (e.g., Java, JavaScript, C/C++, Objective C, Python, Ruby) and open-source technologies (e.g., Linux, SQLite, OpenGL, Spring, Hadoop, Spark, Mesos, Rails)· Experience with machine learning, big data or large scale distributed systems for commercial online services",BASIC QUALIFICATIONS,amazon,,
1709,System Verification Engineer ,· Electrical/Computer Science engineer with GPA of: > 85· More than 4 years of experience with RTL verification OR system validation· Good understanding and knowledge of object oriented programming concepts· Experience in C or HVL programming· Team player.· Highly motivated.· Willing to work in dynamic and demanding environment.· Fast learner,BASIC QUALIFICATIONS,amazon,,
3176,Software Engineer - Alexa Identity,· 3+ years experience building successful production software systems· BS or MS in CS or related field,BASIC QUALIFICATIONS,amazon,,
1948,"Sr. Software Development Engineer, Alexa Entertainment","· 10+ years experience building successful production software systems· Understanding of computer science fundamentals (based on a BS or MS in CS or related field)· Experience converting high-level product requirements into software architectures and designs.· Experience defining system architectures and exploring technical feasibility tradeoffs.· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces· Experience in modern programming languages (Java, C/C++, Objective C, Python) and open-source technologies (Linux, SQLite, OpenGL, Spring, Hibernate)",BASIC QUALIFICATIONS,amazon,,
1225,Senior Software Development Engineer – Internet of Things (IoT),"· Bachelor's Degree in Computer Science, Computer Engineering or related field and 5+ years experience in software engineering· Excellent problem solving skills· Industry software development experience using object oriented design patterns in JAVA, C# or C++· Possess a sound understanding of the basic areas of Computer Science and Engineering such as Algorithms, Data Structures, Computer Architecture· Candidate must have good written and oral communication skills, be a fast learner and have the ability to adapt quickly to a fast-paced development environment",BASIC QUALIFICATIONS,amazon,,
742,"Support Engineer, Amazon Alexa (Cloud Services)",#NAME?,BASIC QUALIFICATIONS,amazon,,
832,Senior Web Development Engineer,"· Bachelor’s Degree in Computer Science or related field· 5+ years professional experience in software development· Computer Science fundamentals in object-oriented design· Proven experience architecting and building large scale Web based UI tools· Proficiency in, at least, one modern programming language, JavaScript, Modern MVC frameworks, UI Design",BASIC QUALIFICATIONS,amazon,,
